card_name,set,rarity,full_rarity,old_price,cur_price,print_run,full_set,set_rarity,pct_increase,performance
Plague Rats,2ED,common,C,$0.50,1.0433333333333334,244500,Unlimited,2ED (C),108.66666666666598,Below S&P
Plateau,2ED,rare,R,$6.00,938.9733333333334,18500,Unlimited,2ED (R),15549.555555555551,Beat S&P
Power Leak,2ED,common,C,$0.25,0.68,244500,Unlimited,2ED (C),172.00000000000003,Below S&P
Power Sink,2ED,common,C,$0.25,0.7949999999999999,244500,Unlimited,2ED (C),218.00000000000003,Below S&P
Power Surge,2ED,rare,R,$4.00,13.46,18500,Unlimited,2ED (R),236.50000000000003,Below S&P
Prodigal Sorcerer,2ED,common,C,$0.50,1.03,244500,Unlimited,2ED (C),106,Below S&P
Psionic Blast,2ED,uncommon,U,$1.00,59.276666666666664,68000,Unlimited,2ED (U),5827.66666666667,Beat S&P
Psychic Venom,2ED,common,C,$0.25,0.8766666666666667,244500,Unlimited,2ED (C),250.66666666666683,Below S&P
Purelace,2ED,rare,R,$3.00,7.056666666666667,18500,Unlimited,2ED (R),135.22222222222234,Below S&P
Raging River,2ED,rare,R,$5.30,149.45333333333332,18500,Unlimited,2ED (R),2719.874213836472,Beat S&P
Raise Dead,2ED,common,C,$0.25,0.7966666666666666,244500,Unlimited,2ED (C),218.6666666666668,Below S&P
Red Elemental Blast,2ED,common,C,$0.25,10.253333333333334,244500,Unlimited,2ED (C),4001.33333333332,Beat S&P
Red Ward,2ED,uncommon,U,$1.00,1.12,68000,Unlimited,2ED (U),12.00000000000001,Below S&P
Regeneration,2ED,common,C,$0.25,0.6366666666666667,244500,Unlimited,2ED (C),154.66666666666683,Below S&P
Regrowth,2ED,uncommon,U,$1.50,11.583333333333334,68000,Unlimited,2ED (U),672.22222222222,Below S&P
Resurrection,2ED,uncommon,U,$1.00,3.035,68000,Unlimited,2ED (U),203.5,Below S&P
Reverse Damage,2ED,rare,R,$6.00,15.7,18500,Unlimited,2ED (R),161.66666666666666,Below S&P
Righteousness,2ED,rare,R,$4.00,21.256666666666668,18500,Unlimited,2ED (R),431.4166666666675,Below S&P
Roc of Kher Ridges,2ED,rare,R,$4.00,9,18500,Unlimited,2ED (R),125,Below S&P
Rock Hydra,2ED,rare,R,$8.00,37.516666666666666,18500,Unlimited,2ED (R),368.95833333333377,Below S&P
Rod of Ruin,2ED,uncommon,U,$1.00,1.2933333333333334,68000,Unlimited,2ED (U),29.333333333332988,Below S&P
Royal Assassin,2ED,rare,R,$8.00,129.52,18500,Unlimited,2ED (R),1519.0000000000002,Below S&P
Sacrifice,2ED,uncommon,U,$1.00,8.426666666666666,68000,Unlimited,2ED (U),742.666666666667,Below S&P
Samite Healer,2ED,common,C,$0.25,0.5966666666666667,244500,Unlimited,2ED (C),138.6666666666668,Below S&P
Savannah,2ED,rare,R,$5.00,622.2633333333333,18500,Unlimited,2ED (R),12345.266666666661,Beat S&P
Savannah Lions,2ED,rare,R,$4.00,180,18500,Unlimited,2ED (R),4400,Beat S&P
Scathe Zombies,2ED,common,C,$0.25,0.6666666666666666,244500,Unlimited,2ED (C),166.6666666666668,Below S&P
Scavenging Ghoul,2ED,uncommon,U,$1.00,1.2933333333333334,68000,Unlimited,2ED (U),29.333333333332988,Below S&P
Scrubland,2ED,rare,R,$6.00,781.7066666666667,18500,Unlimited,2ED (R),12928.444444444453,Beat S&P
Scryb Sprites,2ED,common,C,$0.25,1.07,244500,Unlimited,2ED (C),328,Below S&P
Sea Serpent,2ED,common,C,$0.25,0.7033333333333334,244500,Unlimited,2ED (C),181.3333333333332,Below S&P
Sedge Troll,2ED,rare,R,$5.00,241.50333333333333,18500,Unlimited,2ED (R),4730.06666666666,Beat S&P
Sengir Vampire,2ED,uncommon,U,$4.00,22.96,68000,Unlimited,2ED (U),474,Below S&P
Serra Angel,2ED,uncommon,U,$4.00,52.11333333333333,68000,Unlimited,2ED (U),1202.8333333333326,Below S&P
Shanodin Dryads,2ED,common,C,$0.25,0.58,244500,Unlimited,2ED (C),131.99999999999997,Below S&P
Shatter,2ED,common,C,$0.25,0.9199999999999999,244500,Unlimited,2ED (C),268,Below S&P
Shivan Dragon,2ED,rare,R,$13.00,241.56666666666666,18500,Unlimited,2ED (R),1758.2051282051307,Below S&P
Simulacrum,2ED,uncommon,U,$1.00,4.75,68000,Unlimited,2ED (U),375,Below S&P
Sinkhole,2ED,common,C,$0.25,24.596666666666668,244500,Unlimited,2ED (C),9738.66666666668,Beat S&P
Siren's Call,2ED,uncommon,U,$1.00,2.0833333333333335,68000,Unlimited,2ED (U),108.33333333333299,Below S&P
Sleight of Mind,2ED,rare,R,$5.00,12.91,18500,Unlimited,2ED (R),158.20000000000002,Below S&P
Smoke,2ED,rare,R,$4.00,16.093333333333334,18500,Unlimited,2ED (R),302.3333333333325,Below S&P
Sol Ring,2ED,uncommon,U,$3.00,102.37666666666667,68000,Unlimited,2ED (U),3312.555555555567,Beat S&P
Soul Net,2ED,uncommon,U,$1.30,1.4366666666666665,68000,Unlimited,2ED (U),10.512820512820772,Below S&P
Spell Blast,2ED,common,C,$0.25,0.7166666666666667,244500,Unlimited,2ED (C),186.6666666666668,Below S&P
Stasis,2ED,rare,R,$4.00,51.21,18500,Unlimited,2ED (R),1180.25,Below S&P
Steal Artifact,2ED,uncommon,U,$1.80,2.8466666666666667,68000,Unlimited,2ED (U),58.148148148148316,Below S&P
Stone Giant,2ED,uncommon,U,$1.00,1.26,68000,Unlimited,2ED (U),26,Below S&P
Stone Rain,2ED,common,C,$0.25,1.73,244500,Unlimited,2ED (C),592,Below S&P
Stream of Life,2ED,common,C,$0.25,1.0266666666666666,244500,Unlimited,2ED (C),310.666666666668,Below S&P
Sunglasses of Urza,2ED,rare,R,$6.00,22.33,18500,Unlimited,2ED (R),272.16666666666663,Below S&P
Swords to Plowshares,2ED,uncommon,U,$1.50,63.42666666666667,68000,Unlimited,2ED (U),4128.444444444447,Beat S&P
Taiga,2ED,rare,R,$7.00,783.7,18500,Unlimited,2ED (R),11095.714285714286,Beat S&P
Terror,2ED,common,C,$0.25,2.315,244500,Unlimited,2ED (C),826,Below S&P
The Hive,2ED,rare,R,$5.75,17.403333333333332,18500,Unlimited,2ED (R),202.66666666666612,Below S&P
Thicket Basilisk,2ED,uncommon,U,$2.50,2.3133333333333335,68000,Unlimited,2ED (U),-7.466666666666804,Below S&P
Thoughtlace,2ED,rare,R,$3.00,7.46,18500,Unlimited,2ED (R),148.66666666666666,Below S&P
Throne of Bone,2ED,uncommon,U,$1.50,1.3433333333333333,68000,Unlimited,2ED (U),-10.444444444444672,Below S&P
Timber Wolves,2ED,rare,R,$5.00,22.363333333333333,18500,Unlimited,2ED (R),347.266666666666,Below S&P
Time Vault,2ED,rare,R,$6.00,1203.7866666666666,18500,Unlimited,2ED (R),19963.111111111168,Beat S&P
Time Walk,2ED,rare,R,$7.00,3200,18500,Unlimited,2ED (R),45614.28571428572,Beat S&P
Timetwister,2ED,rare,R,$7.00,4949.5,18500,Unlimited,2ED (R),70607.14285714286,Beat S&P
Tranquility,2ED,common,C,$0.25,0.7833333333333333,244500,Unlimited,2ED (C),213.3333333333332,Below S&P
Tropical Island,2ED,rare,R,$6.00,1041.73,18500,Unlimited,2ED (R),17262.166666666668,Beat S&P
Tsunami,2ED,uncommon,U,$1.00,3.0733333333333333,68000,Unlimited,2ED (U),207.333333333333,Below S&P
Tundra,2ED,rare,R,$5.00,895.98,18500,Unlimited,2ED (R),17819.6,Beat S&P
Tunnel,2ED,uncommon,U,$1.00,1.4849999999999999,68000,Unlimited,2ED (U),48.50000000000001,Below S&P
Twiddle,2ED,common,C,$0.25,1.3666666666666667,244500,Unlimited,2ED (C),446.666666666668,Below S&P
Two-Headed Giant of Foriys,2ED,rare,R,$7.00,52.72,18500,Unlimited,2ED (R),653.1428571428571,Below S&P
Underground Sea,2ED,rare,R,$7.00,1309.53,18500,Unlimited,2ED (R),18607.571428571428,Beat S&P
Unholy Strength,2ED,common,C,$0.25,1.0833333333333333,244500,Unlimited,2ED (C),333.33333333333195,Below S&P
Unsummon,2ED,common,C,$0.25,0.9466666666666667,244500,Unlimited,2ED (C),278.6666666666668,Below S&P
Uthden Troll,2ED,uncommon,U,$1.50,3.5933333333333333,68000,Unlimited,2ED (U),139.55555555555534,Below S&P
Verduran Enchantress,2ED,rare,R,$6.00,35.346666666666664,18500,Unlimited,2ED (R),489.11111111111165,Below S&P
Vesuvan Doppelganger,2ED,rare,R,$8.00,112.57,18500,Unlimited,2ED (R),1307.125,Below S&P
Veteran Bodyguard,2ED,rare,R,$7.30,16.02,18500,Unlimited,2ED (R),119.45205479452055,Below S&P
Volcanic Eruption,2ED,rare,R,$6.00,13.979999999999999,18500,Unlimited,2ED (R),133,Below S&P
Volcanic Island,2ED,rare,R,$7.00,1579.9633333333331,18500,Unlimited,2ED (R),22470.904761904712,Beat S&P
Wall of Air,2ED,uncommon,U,$1.00,0.94,68000,Unlimited,2ED (U),-6.000000000000005,Below S&P
Wall of Bone,2ED,uncommon,U,$1.10,1.9133333333333333,68000,Unlimited,2ED (U),73.93939393939363,Below S&P
Wall of Brambles,2ED,uncommon,U,$1.00,1.2533333333333332,68000,Unlimited,2ED (U),25.33333333333301,Below S&P
Wall of Fire,2ED,uncommon,U,$1.00,1.5566666666666666,68000,Unlimited,2ED (U),55.666666666667,Below S&P
Wall of Ice,2ED,uncommon,U,$1.00,1.2366666666666668,68000,Unlimited,2ED (U),23.66666666666699,Below S&P
Wall of Stone,2ED,uncommon,U,$1.10,2.63,68000,Unlimited,2ED (U),139.09090909090907,Below S&P
Wall of Swords,2ED,uncommon,U,$2.25,2.7249999999999996,68000,Unlimited,2ED (U),21.111111111111114,Below S&P
Wall of Water,2ED,uncommon,U,$1.00,1.2433333333333332,68000,Unlimited,2ED (U),24.33333333333301,Below S&P
Wall of Wood,2ED,common,C,$0.25,0.6033333333333333,244500,Unlimited,2ED (C),141.33333333333323,Below S&P
Wanderlust,2ED,uncommon,U,$1.00,0.9666666666666667,68000,Unlimited,2ED (U),-3.3333333333332993,Below S&P
War Mammoth,2ED,common,C,$0.25,0.5566666666666666,244500,Unlimited,2ED (C),122.66666666666679,Below S&P
Warp Artifact,2ED,rare,R,$3.50,13.305,18500,Unlimited,2ED (R),280.1428571428571,Below S&P
Water Elemental,2ED,uncommon,U,$1.10,1.5266666666666666,68000,Unlimited,2ED (U),38.78787878787907,Below S&P
Weakness,2ED,common,C,$0.25,0.6166666666666667,244500,Unlimited,2ED (C),146.6666666666668,Below S&P
Web,2ED,rare,R,$4.00,8.625,18500,Unlimited,2ED (R),115.625,Below S&P
Wheel of Fortune,2ED,rare,R,$6.00,485,18500,Unlimited,2ED (R),7983.333333333333,Beat S&P
White Knight,2ED,uncommon,U,$2.50,10.89,68000,Unlimited,2ED (U),335.6,Below S&P
White Ward,2ED,uncommon,U,$1.00,0.6933333333333334,68000,Unlimited,2ED (U),-30.666666666666696,Below S&P
Wild Growth,2ED,common,C,$0.25,1.51,244500,Unlimited,2ED (C),504,Below S&P
Will-o'-the-Wisp,2ED,rare,R,$6.00,36.22666666666667,18500,Unlimited,2ED (R),503.7777777777784,Below S&P
Winter Orb,2ED,rare,R,$5.00,101.84333333333333,18500,Unlimited,2ED (R),1936.8666666666602,Below S&P
Wooden Sphere,2ED,uncommon,U,$1.00,1.2433333333333334,68000,Unlimited,2ED (U),24.33333333333301,Below S&P
Word of Command,2ED,rare,R,$6.00,277.75,18500,Unlimited,2ED (R),4529.166666666666,Beat S&P
Wrath of God,2ED,rare,R,$7.00,93.87333333333333,18500,Unlimited,2ED (R),1241.0476190476186,Below S&P
Zombie Master,2ED,rare,R,$7.00,36.446666666666665,18500,Unlimited,2ED (R),420.66666666666714,Below S&P
Air Elemental,3ED,uncommon,U,$1.50,0.2733333333333333,1012000,Revised,3ED (U),-81.7777777777778,Below S&P
Aladdin's Lamp,3ED,rare,R,$5.00,0.6966666666666667,289000,Revised,3ED (R),-86.06666666666666,Below S&P
Aladdin's Ring,3ED,rare,R,$5.00,0.6966666666666667,289000,Revised,3ED (R),-86.06666666666666,Below S&P
Animate Artifact,3ED,uncommon,U,$1.00,0.22999999999999998,1012000,Revised,3ED (U),-77,Below S&P
Animate Dead,3ED,uncommon,U,$1.00,7.343333333333333,1012000,Revised,3ED (U),634.333333333333,Below S&P
Animate Wall,3ED,rare,R,$4.00,0.6366666666666667,289000,Revised,3ED (R),-84.08333333333331,Below S&P
Ankh of Mishra,3ED,rare,R,$3.00,8.05,289000,Revised,3ED (R),168.33333333333337,Below S&P
Armageddon,3ED,rare,R,$5.00,13.833333333333332,289000,Revised,3ED (R),176.666666666666,Below S&P
Armageddon Clock,3ED,rare,R,$5.00,0.7666666666666667,289000,Revised,3ED (R),-84.66666666666664,Below S&P
Aspect of Wolf,3ED,rare,R,$6.00,1.2066666666666666,289000,Revised,3ED (R),-79.88888888888881,Below S&P
Atog,3ED,common,C,$0.35,0.24666666666666667,3657000,Revised,3ED (C),-29.523809523809426,Below S&P
Bad Moon,3ED,rare,R,$6.00,6.74,289000,Revised,3ED (R),12.333333333333336,Below S&P
Badlands,3ED,rare,R,$5.00,435.88666666666666,289000,Revised,3ED (R),8617.733333333339,Beat S&P
Balance,3ED,rare,R,$5.00,3.5533333333333332,289000,Revised,3ED (R),-28.9333333333334,Below S&P
Basalt Monolith,3ED,uncommon,U,$1.00,5.0600000000000005,1012000,Revised,3ED (U),405.99999999999994,Below S&P
Bayou,3ED,rare,R,$6.00,439.5733333333333,289000,Revised,3ED (R),7226.222222222216,Beat S&P
Benalish Hero,3ED,common,C,$0.35,0.22999999999999998,3657000,Revised,3ED (C),-34.28571428571428,Below S&P
Birds of Paradise,3ED,rare,R,$5.00,20.176666666666666,289000,Revised,3ED (R),303.533333333334,Below S&P
Black Knight,3ED,uncommon,U,$2.50,1.1133333333333333,1012000,Revised,3ED (U),-55.4666666666668,Below S&P
Black Vise,3ED,uncommon,U,$2.00,1.08,1012000,Revised,3ED (U),-46,Below S&P
Black Ward,3ED,uncommon,U,$1.00,0.25,1012000,Revised,3ED (U),-75,Below S&P
Blessing,3ED,rare,R,$5.00,1.0366666666666666,289000,Revised,3ED (R),-79.26666666666661,Below S&P
Blue Elemental Blast,3ED,common,C,$0.25,1.1633333333333333,3657000,Revised,3ED (C),365.333333333332,Below S&P
Blue Ward,3ED,uncommon,U,$1.00,0.23666666666666666,1012000,Revised,3ED (U),-76.3333333333333,Below S&P
Bog Wraith,3ED,uncommon,U,$2.00,0.26666666666666666,1012000,Revised,3ED (U),-86.66666666666664,Below S&P
Bottle of Suleiman,3ED,rare,R,$4.00,0.5599999999999999,289000,Revised,3ED (R),-86,Below S&P
Braingeyser,3ED,rare,R,$5.00,13.313333333333333,289000,Revised,3ED (R),166.266666666666,Below S&P
Brass Man,3ED,uncommon,U,$1.00,0.26,1012000,Revised,3ED (U),-74,Below S&P
Burrowing,3ED,uncommon,U,$1.00,0.24,1012000,Revised,3ED (U),-76,Below S&P
Castle,3ED,uncommon,U,$1.20,0.27666666666666667,1012000,Revised,3ED (U),-76.94444444444441,Below S&P
Celestial Prism,3ED,uncommon,U,$1.50,0.24,1012000,Revised,3ED (U),-84,Below S&P
Channel,3ED,uncommon,U,$1.50,0.30333333333333334,1012000,Revised,3ED (U),-79.7777777777778,Below S&P
Chaoslace,3ED,rare,R,$3.00,0.41333333333333333,289000,Revised,3ED (R),-86.22222222222223,Below S&P
Circle of Protection: Black,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Circle of Protection: Blue,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Circle of Protection: Green,3ED,common,C,$0.25,0.21333333333333332,3657000,Revised,3ED (C),-14.666666666666806,Below S&P
Circle of Protection: Red,3ED,common,C,$0.25,0.16499999999999998,3657000,Revised,3ED (C),-34,Below S&P
Circle of Protection: White,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Clockwork Beast,3ED,rare,R,$6.00,0.5633333333333332,289000,Revised,3ED (R),-90.61111111111111,Below S&P
Clone,3ED,uncommon,U,$2.00,1.0266666666666666,1012000,Revised,3ED (U),-48.6666666666665,Below S&P
Cockatrice,3ED,rare,R,$5.00,1.3466666666666667,289000,Revised,3ED (R),-73.06666666666659,Below S&P
Conservator,3ED,uncommon,U,$1.00,0.24,1012000,Revised,3ED (U),-76,Below S&P
Contract from Below,3ED,rare,R,$4.00,1.6033333333333333,289000,Revised,3ED (R),-59.91666666666675,Below S&P
Control Magic,3ED,uncommon,U,$1.50,0.55,1012000,Revised,3ED (U),-63.33333333333333,Below S&P
Conversion,3ED,uncommon,U,$1.00,0.23666666666666666,1012000,Revised,3ED (U),-76.3333333333333,Below S&P
Copy Artifact,3ED,rare,R,$5.00,60.99333333333333,289000,Revised,3ED (R),1119.8666666666659,Below S&P
Counterspell,3ED,uncommon,U,$2.00,4.916666666666667,1012000,Revised,3ED (U),145.83333333333348,Below S&P
Craw Wurm,3ED,common,C,$0.50,0.22666666666666666,3657000,Revised,3ED (C),-54.6666666666666,Below S&P
Creature Bond,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Crumble,3ED,uncommon,U,$0.50,0.2866666666666667,1012000,Revised,3ED (U),-42.6666666666666,Below S&P
Crusade,3ED,rare,R,$6.00,NA,289000,Revised,3ED (R),NA,NA
Crystal Rod,3ED,uncommon,U,$1.00,0.25,1012000,Revised,3ED (U),-75,Below S&P
Cursed Land,3ED,uncommon,U,$1.00,0.31,1012000,Revised,3ED (U),-69,Below S&P
Dancing Scimitar,3ED,rare,R,$4.00,1.1066666666666667,289000,Revised,3ED (R),-72.33333333333324,Below S&P
Dark Ritual,3ED,common,C,$0.35,3.4233333333333333,3657000,Revised,3ED (C),878.0952380952372,Below S&P
Darkpact,3ED,rare,R,$3.00,0.7566666666666667,289000,Revised,3ED (R),-74.77777777777777,Below S&P
Death Ward,3ED,common,C,$0.25,0.22999999999999998,3657000,Revised,3ED (C),-7.9999999999999964,Below S&P
Deathgrip,3ED,uncommon,U,$1.00,0.3466666666666667,1012000,Revised,3ED (U),-65.3333333333333,Below S&P
Deathlace,3ED,rare,R,$3.00,0.4633333333333333,289000,Revised,3ED (R),-84.55555555555557,Below S&P
Demonic Attorney,3ED,rare,R,$3.00,0.9,289000,Revised,3ED (R),-70,Below S&P
Demonic Hordes,3ED,rare,R,$6.00,4.38,289000,Revised,3ED (R),-27,Below S&P
Demonic Tutor,3ED,uncommon,U,$2.00,57.49666666666666,1012000,Revised,3ED (U),2774.833333333335,Beat S&P
Desert Twister,3ED,uncommon,U,$3.00,0.31,1012000,Revised,3ED (U),-89.66666666666666,Below S&P
Dingus Egg,3ED,rare,R,$3.50,0.99,289000,Revised,3ED (R),-71.71428571428571,Below S&P
Disenchant,3ED,common,C,$0.50,0.25666666666666665,3657000,Revised,3ED (C),-48.6666666666666,Below S&P
Disintegrate,3ED,common,C,$0.50,0.24333333333333332,3657000,Revised,3ED (C),-51.3333333333334,Below S&P
Disrupting Scepter,3ED,rare,R,$4.00,0.6733333333333333,289000,Revised,3ED (R),-83.16666666666667,Below S&P
Dragon Engine,3ED,rare,R,$2.50,0.5,289000,Revised,3ED (R),-80,Below S&P
Dragon Whelp,3ED,uncommon,U,$2.00,0.3566666666666667,1012000,Revised,3ED (U),-82.16666666666666,Below S&P
Drain Life,3ED,common,C,$0.25,0.22999999999999998,3657000,Revised,3ED (C),-7.9999999999999964,Below S&P
Drain Power,3ED,rare,R,$5.00,2.013333333333333,289000,Revised,3ED (R),-59.73333333333339,Below S&P
Drudge Skeletons,3ED,common,C,$0.25,0.22666666666666666,3657000,Revised,3ED (C),-9.333333333333204,Below S&P
Dwarven Warriors,3ED,common,C,$0.25,0.21666666666666665,3657000,Revised,3ED (C),-13.333333333333197,Below S&P
Dwarven Weaponsmith,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Earth Elemental,3ED,uncommon,U,$1.00,0.2533333333333333,1012000,Revised,3ED (U),-74.6666666666667,Below S&P
Earthbind,3ED,common,C,$0.25,0.7166666666666667,3657000,Revised,3ED (C),186.6666666666668,Below S&P
Earthquake,3ED,rare,R,$4.00,2.19,289000,Revised,3ED (R),-45.25,Below S&P
Ebony Horse,3ED,rare,R,$5.00,0.52,289000,Revised,3ED (R),-89.60000000000001,Below S&P
El-Hajjâj,3ED,rare,R,$4.00,0.6366666666666666,289000,Revised,3ED (R),-84.08333333333331,Below S&P
Elvish Archers,3ED,rare,R,$5.00,1.58,289000,Revised,3ED (R),-68.39999999999999,Below S&P
Energy Flux,3ED,uncommon,U,$1.00,0.29500000000000004,1012000,Revised,3ED (U),-70.5,Below S&P
Erg Raiders,3ED,common,C,$0.35,0.21333333333333332,3657000,Revised,3ED (C),-39.04761904761914,Below S&P
Evil Presence,3ED,uncommon,U,$1.00,0.2533333333333333,1012000,Revised,3ED (U),-74.6666666666667,Below S&P
Eye for an Eye,3ED,rare,R,$4.00,0.7,289000,Revised,3ED (R),-82.5,Below S&P
Farmstead,3ED,rare,R,$5.00,0.75,289000,Revised,3ED (R),-85,Below S&P
Fastbond,3ED,rare,R,$4.00,21.99,289000,Revised,3ED (R),449.74999999999994,Below S&P
Fear,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Feedback,3ED,uncommon,U,$1.00,0.23333333333333334,1012000,Revised,3ED (U),-76.6666666666667,Below S&P
Fire Elemental,3ED,uncommon,U,$1.00,0.28,1012000,Revised,3ED (U),-72,Below S&P
Fireball,3ED,common,C,$0.50,0.4533333333333333,3657000,Revised,3ED (C),-9.333333333333405,Below S&P
Firebreathing,3ED,common,C,$0.25,0.20666666666666667,3657000,Revised,3ED (C),-17.3333333333332,Below S&P
Flashfires,3ED,uncommon,U,$1.20,0.28,1012000,Revised,3ED (U),-76.66666666666666,Below S&P
Flight,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Flying Carpet,3ED,rare,R,$4.00,0.54,289000,Revised,3ED (R),-86.5,Below S&P
Fog,3ED,common,C,$0.25,0.26333333333333336,3657000,Revised,3ED (C),5.33333333333319,Below S&P
Force of Nature,3ED,rare,R,$10.00,2.26,289000,Revised,3ED (R),-77.4,Below S&P
Fork,3ED,rare,R,$8.00,26.083333333333336,289000,Revised,3ED (R),226.04166666666626,Below S&P
Frozen Shade,3ED,common,C,$0.25,0.21,3657000,Revised,3ED (C),-16.000000000000004,Below S&P
Fungusaur,3ED,rare,R,$5.00,0.5433333333333333,289000,Revised,3ED (R),-89.13333333333334,Below S&P
Gaea's Liege,3ED,rare,R,$6.00,0.8166666666666667,289000,Revised,3ED (R),-86.38888888888889,Below S&P
Giant Growth,3ED,common,C,$0.25,0.22999999999999998,3657000,Revised,3ED (C),-7.9999999999999964,Below S&P
Giant Spider,3ED,common,C,$0.25,0.21333333333333332,3657000,Revised,3ED (C),-14.666666666666806,Below S&P
Glasses of Urza,3ED,uncommon,U,$1.00,0.88,1012000,Revised,3ED (U),-12,Below S&P
Gloom,3ED,uncommon,U,$2.00,0.28,1012000,Revised,3ED (U),-86,Below S&P
Goblin Balloon Brigade,3ED,uncommon,U,$1.00,0.30666666666666664,1012000,Revised,3ED (U),-69.3333333333333,Below S&P
Goblin King,3ED,rare,R,$6.00,4.793333333333333,289000,Revised,3ED (R),-20.11111111111116,Below S&P
Granite Gargoyle,3ED,rare,R,$7.00,2.07,289000,Revised,3ED (R),-70.42857142857143,Below S&P
Gray Ogre,3ED,common,C,$0.35,0.19999999999999998,3657000,Revised,3ED (C),-42.85714285714285,Below S&P
Green Ward,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Grizzly Bears,3ED,common,C,$0.25,0.23333333333333334,3657000,Revised,3ED (C),-6.666666666666798,Below S&P
Guardian Angel,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Healing Salve,3ED,common,C,$0.25,0.21,3657000,Revised,3ED (C),-16.000000000000004,Below S&P
Helm of Chatzuk,3ED,rare,R,$4.00,0.5599999999999999,289000,Revised,3ED (R),-86,Below S&P
Hill Giant,3ED,common,C,$0.35,0.21,3657000,Revised,3ED (C),-40,Below S&P
Holy Armor,3ED,common,C,$0.25,0.21,3657000,Revised,3ED (C),-16.000000000000004,Below S&P
Holy Strength,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Howl from Beyond,3ED,common,C,$0.35,0.22333333333333333,3657000,Revised,3ED (C),-36.19047619047628,Below S&P
Howling Mine,3ED,rare,R,$4.00,7.66,289000,Revised,3ED (R),91.5,Below S&P
Hurkyl's Recall,3ED,rare,R,$5.00,2.2333333333333334,289000,Revised,3ED (R),-55.3333333333334,Below S&P
Hurloon Minotaur,3ED,common,C,$0.35,0.22,3657000,Revised,3ED (C),-37.14285714285714,Below S&P
Hurricane,3ED,uncommon,U,$1.20,0.38333333333333336,1012000,Revised,3ED (U),-68.05555555555559,Below S&P
Hypnotic Specter,3ED,uncommon,U,$2.50,2.8666666666666667,1012000,Revised,3ED (U),14.666666666666792,Below S&P
Instill Energy,3ED,uncommon,U,$1.50,0.9600000000000001,1012000,Revised,3ED (U),-36.00000000000001,Below S&P
Iron Star,3ED,uncommon,U,$1.00,0.23333333333333334,1012000,Revised,3ED (U),-76.6666666666667,Below S&P
Ironroot Treefolk,3ED,common,C,$0.25,0.20666666666666667,3657000,Revised,3ED (C),-17.3333333333332,Below S&P
Island Fish Jasconius,3ED,rare,R,$5.00,0.6233333333333333,289000,Revised,3ED (R),-87.53333333333335,Below S&P
Island Sanctuary,3ED,rare,R,$4.00,3.5566666666666666,289000,Revised,3ED (R),-11.083333333333245,Below S&P
Ivory Cup,3ED,uncommon,U,$1.00,0.27,1012000,Revised,3ED (U),-73,Below S&P
Ivory Tower,3ED,rare,R,$3.50,2.486666666666667,289000,Revised,3ED (R),-28.952380952380857,Below S&P
Jade Monolith,3ED,rare,R,$3.00,0.47,289000,Revised,3ED (R),-84.33333333333334,Below S&P
Jandor's Ring,3ED,rare,R,$3.00,0.4433333333333333,289000,Revised,3ED (R),-85.22222222222223,Below S&P
Jandor's Saddlebags,3ED,rare,R,$3.00,1.3533333333333333,289000,Revised,3ED (R),-54.888888888889,Below S&P
Jayemdae Tome,3ED,rare,R,$4.00,1.8133333333333335,289000,Revised,3ED (R),-54.66666666666675,Below S&P
Juggernaut,3ED,uncommon,U,$2.00,0.53,1012000,Revised,3ED (U),-73.5,Below S&P
Jump,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Karma,3ED,uncommon,U,$2.00,0.2633333333333333,1012000,Revised,3ED (U),-86.83333333333336,Below S&P
Keldon Warlord,3ED,uncommon,U,$2.00,0.26,1012000,Revised,3ED (U),-87,Below S&P
Kird Ape,3ED,common,C,$0.55,0.27666666666666667,3657000,Revised,3ED (C),-49.69696969696964,Below S&P
Kormus Bell,3ED,rare,R,$5.00,1.9633333333333334,289000,Revised,3ED (R),-60.73333333333339,Below S&P
Kudzu,3ED,rare,R,$3.00,1.4066666666666667,289000,Revised,3ED (R),-53.111111111111,Below S&P
Lance,3ED,uncommon,U,$1.00,0.24,1012000,Revised,3ED (U),-76,Below S&P
Ley Druid,3ED,uncommon,U,$1.00,0.25666666666666665,1012000,Revised,3ED (U),-74.3333333333333,Below S&P
Library of Leng,3ED,uncommon,U,$1.00,1.2166666666666668,1012000,Revised,3ED (U),21.66666666666699,Below S&P
